timestep: 0
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 2
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        73         0         4         0
        91         0         0       110        31         0         0         0
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 3
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        73         1         4         0
        91         0         0       112        31         0         4         0
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 4
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        75         0         4         4
        91         0         0       112        32         0         4         1
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         1         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 5
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        75         0         4         4
        91         0         0       112        32         0         4         1
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 6
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        75         1         4         4
        91         0         0       112        32         0         4         1
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 7
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       211        75         1         4         4
        91         0         0       112        33         0         4         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 8
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       213        75         0        12         4
        91         0         0       112        33         0         4         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 9
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       213        75         1        12         4
        91         0         0       112        33         0         4         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 10
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       215        75         0        20         4
        91         0         0       112        33         0         4         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 11
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       215        75         1        20         4
        91         0         0       114        33         0        12         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 12
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       217        75         0        28         4
        91         0         0       114        33         0        12         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         1         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         0         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 13
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       217        75         0        28         4
        91         0         0       114        33         0        12         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         0         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
        89         1         1         4         0         0         0         0
        90         2         1         0         0         0         0         0
        90         3         1         0         1         0         0         0
        90         0         2         0         1         0         0         0
        90         1         2         0         0         0         0         0
        90         2         2         0         1         0         0         0
        90         3         2         0         1         1         0         0
        90         0         3         0         1         0         0         0
        90         1         3         0         0         0         0         0
        90         2         3         0         0         0         0         0
        91         2         3         0         1         0         0         0
        90         3         3         0         1         0         0         0
timestep: 14
=======================================================================
     Cross     Speed      Prox        Ns        Nk        Nw        Ts        Tk
=======================================================================
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
         0         0         0         0         0         0         0         0
        90         0         0       217        75         0        28         4
        91         0         0       114        33         0        12         3
        89         0         0        12        10         0         0         0
        92         0         0         6         0         0         0         0
        88         0         0         0         1         0         0         0
        90         1         0         0         0         0         0         0
        90         2         0         0         0         0         0         0
        90         3         0         0         0         0         0         0
        90         0         1         0         1         1         0         0
        90         1         1      7079         0         0         0         0
        91         1         1      4754         0         0         0         0
        83         1         1         2         0         0         0         0
        93         1         1        22         0         0         0         0
        95         1         1         4         0         0         0         0
        88         1         1         2         0         0         0         0
